area_name,indicator_name,score_2019
Albania,Satisfaction with preservation efforts,0.523904605
Algeria,Satisfaction with preservation efforts,0.111111111
Angola,Satisfaction with preservation efforts,0.4
Argentina,Satisfaction with preservation efforts,0
Armenia,Satisfaction with preservation efforts,0.368398395
Australia,Satisfaction with preservation efforts,0.32897003
Austria,Satisfaction with preservation efforts,0.319827046
Azerbaijan,Satisfaction with preservation efforts,0.1879228
Bahrain,Satisfaction with preservation efforts,0.348911864
Bangladesh,Satisfaction with preservation efforts,0.390102571
Belarus,Satisfaction with preservation efforts,0.416666667
Belgium,Satisfaction with preservation efforts,0.316770292
Belize,Satisfaction with preservation efforts,0.785
Benin,Satisfaction with preservation efforts,0.743129458
Bolivia,Satisfaction with preservation efforts,0.80173654
Bosnia and Herzegovina,Satisfaction with preservation efforts,0.15
Botswana,Satisfaction with preservation efforts,0.763157895
Brazil,Satisfaction with preservation efforts,0.127467105
Bulgaria,Satisfaction with preservation efforts,0.04748609
Burkina Faso,Satisfaction with preservation efforts,0.297
Burundi,Satisfaction with preservation efforts,0.221722487
Cabo Verde,Satisfaction with preservation efforts,0.575
Cambodia,Satisfaction with preservation efforts,0.679224907
Cameroon,Satisfaction with preservation efforts,0.806666667
Canada,Satisfaction with preservation efforts,0.393333333
Central African Republic,Satisfaction with preservation efforts,0.689
Chad,Satisfaction with preservation efforts,0.628235294
Chile,Satisfaction with preservation efforts,0.495178158
China,Satisfaction with preservation efforts,0.34940506
Colombia,Satisfaction with preservation efforts,0.7625
Comoros,Satisfaction with preservation efforts,0.793778038
Congo,Satisfaction with preservation efforts,0.520167996
Costa Rica,Satisfaction with preservation efforts,0.24336124
Croatia,Satisfaction with preservation efforts,0.440559962
Cuba,Satisfaction with preservation efforts,0.232
Cyprus,Satisfaction with preservation efforts,0.651666667
Czechia,Satisfaction with preservation efforts,0.13
C�te d'Ivoire,Satisfaction with preservation efforts,0.933333333
Democratic Republic of Congo,Satisfaction with preservation efforts,0
Denmark,Satisfaction with preservation efforts,0.933333333
Djibouti,Satisfaction with preservation efforts,0.875
Dominican Republic,Satisfaction with preservation efforts,0.377547475
Ecuador,Satisfaction with preservation efforts,0.700881787
Egypt,Satisfaction with preservation efforts,0.172413793
El Salvador,Satisfaction with preservation efforts,0.359152472
Equatorial Guinea,Satisfaction with preservation efforts,0.745
Eritrea,Satisfaction with preservation efforts,0.293545331
Estonia,Satisfaction with preservation efforts,0
Eswatini,Satisfaction with preservation efforts,0.518669518
Ethiopia,Satisfaction with preservation efforts,0.111111111
Finland,Satisfaction with preservation efforts,0.436996103
France,Satisfaction with preservation efforts,0.433147475
Gabon,Satisfaction with preservation efforts,0.403532639
Georgia,Satisfaction with preservation efforts,0.173333333
Germany,Satisfaction with preservation efforts,0.411111111
Ghana,Satisfaction with preservation efforts,0.359770115
Greece,Satisfaction with preservation efforts,0.466666667
Guatemala,Satisfaction with preservation efforts,0.417259378
Guinea,Satisfaction with preservation efforts,0.492467945
Guinea-Bissau,Satisfaction with preservation efforts,0.805666667
Guyana,Satisfaction with preservation efforts,0.494418045
Haiti,Satisfaction with preservation efforts,0.222222222
Honduras,Satisfaction with preservation efforts,0.375
Hong Kong,Satisfaction with preservation efforts,0.466714797
Hungary,Satisfaction with preservation efforts,0.615
Iceland,Satisfaction with preservation efforts,0.089
India,Satisfaction with preservation efforts,0.5
Indonesia,Satisfaction with preservation efforts,0.639409167
Iran,Satisfaction with preservation efforts,0.301250339
Iraq,Satisfaction with preservation efforts,0.317894729
Ireland,Satisfaction with preservation efforts,0.491096017
Israel,Satisfaction with preservation efforts,0.564471943
Italy,Satisfaction with preservation efforts,0.436813289
Jamaica,Satisfaction with preservation efforts,0.837282289
Japan,Satisfaction with preservation efforts,0.15
Jordan,Satisfaction with preservation efforts,0.871040957
Kazakhstan,Satisfaction with preservation efforts,0
Kenya,Satisfaction with preservation efforts,0.302251982
Kuwait,Satisfaction with preservation efforts,0.179876317
Kyrgyzstan,Satisfaction with preservation efforts,0.119162425
Laos,Satisfaction with preservation efforts,0.533618742
Latvia,Satisfaction with preservation efforts,0.520235307
Lebanon,Satisfaction with preservation efforts,0.314
Lesotho,Satisfaction with preservation efforts,0.841657811
Liberia,Satisfaction with preservation efforts,0.586734694
Libya,Satisfaction with preservation efforts,0.268
Lithuania,Satisfaction with preservation efforts,0.434993925
Luxembourg,Satisfaction with preservation efforts,0.49003113
Madagascar,Satisfaction with preservation efforts,0.363793103
Malawi,Satisfaction with preservation efforts,0.617200675
Malaysia,Satisfaction with preservation efforts,0.373076923
Mali,Satisfaction with preservation efforts,0.810443308
Malta,Satisfaction with preservation efforts,0.368961003
Mauritania,Satisfaction with preservation efforts,0.335483411
Mauritius,Satisfaction with preservation efforts,0.654600152
Mexico,Satisfaction with preservation efforts,0.41148757
Moldova,Satisfaction with preservation efforts,0.429149543
Mongolia,Satisfaction with preservation efforts,0.071465974
Montenegro,Satisfaction with preservation efforts,0.795205287
Morocco,Satisfaction with preservation efforts,0.202155323
Mozambique,Satisfaction with preservation efforts,0.352601714
Myanmar,Satisfaction with preservation efforts,0.256240363
Namibia,Satisfaction with preservation efforts,0.412592536
Nepal,Satisfaction with preservation efforts,0.018471155
Netherlands,Satisfaction with preservation efforts,0.054361712
New Zealand,Satisfaction with preservation efforts,0.308702957
Nicaragua,Satisfaction with preservation efforts,0.478471817
Niger,Satisfaction with preservation efforts,0.768129147
Nigeria,Satisfaction with preservation efforts,0.240253467
North Macedonia,Satisfaction with preservation efforts,0.301121493
Norway,Satisfaction with preservation efforts,0.71459252
Oman,Satisfaction with preservation efforts,0.294117647
Pakistan,Satisfaction with preservation efforts,0.26954215
Panama,Satisfaction with preservation efforts,0.547075123
Papua New Guinea,Satisfaction with preservation efforts,0.047712611
Paraguay,Satisfaction with preservation efforts,0.003754357
Peru,Satisfaction with preservation efforts,0.380059853
Philippines,Satisfaction with preservation efforts,0.58929609
Poland,Satisfaction with preservation efforts,0.7281
Portugal,Satisfaction with preservation efforts,0.430172396
Qatar,Satisfaction with preservation efforts,0.038412706
Romania,Satisfaction with preservation efforts,0.285714286
Russia,Satisfaction with preservation efforts,0.407357408
Rwanda,Satisfaction with preservation efforts,0.526148661
Saudi Arabia,Satisfaction with preservation efforts,0
Senegal,Satisfaction with preservation efforts,0.424791175
Serbia,Satisfaction with preservation efforts,0.53729209
Seychelles,Satisfaction with preservation efforts,0.3945696
Sierra Leone,Satisfaction with preservation efforts,0.299941916
Singapore,Satisfaction with preservation efforts,0.058548654
Slovakia,Satisfaction with preservation efforts,0.057923587
Slovenia,Satisfaction with preservation efforts,0.481507507
Somalia,Satisfaction with preservation efforts,0.870565394
South Africa,Satisfaction with preservation efforts,0.448348233
South Korea,Satisfaction with preservation efforts,0.676204663
South Sudan,Satisfaction with preservation efforts,0.894798887
Spain,Satisfaction with preservation efforts,0.998847691
Sri Lanka,Satisfaction with preservation efforts,0.671618941
Sudan,Satisfaction with preservation efforts,0.323066267
Suriname,Satisfaction with preservation efforts,0.34
Sweden,Satisfaction with preservation efforts,0.123589088
Switzerland,Satisfaction with preservation efforts,0.267987759
Syria,Satisfaction with preservation efforts,0
S�o Tom� and Pr�ncipe,Satisfaction with preservation efforts,0.139841347
Taiwan,Satisfaction with preservation efforts,0.180168585
Tajikistan,Satisfaction with preservation efforts,0
Tanzania,Satisfaction with preservation efforts,0.506933333
Thailand,Satisfaction with preservation efforts,0.607660766
The Gambia,Satisfaction with preservation efforts,1
Togo,Satisfaction with preservation efforts,0.212369
Trinidad and Tobago,Satisfaction with preservation efforts,0.347051201
Tunisia,Satisfaction with preservation efforts,0.84
Turkey,Satisfaction with preservation efforts,0.374950867
Turkmenistan,Satisfaction with preservation efforts,0.064822869
Uganda,Satisfaction with preservation efforts,0.041486603
Ukraine,Satisfaction with preservation efforts,0
United Arab Emirates,Satisfaction with preservation efforts,0
United Kingdom,Satisfaction with preservation efforts,0.10104787
United States,Satisfaction with preservation efforts,0.5
Uruguay,Satisfaction with preservation efforts,0
Uzbekistan,Satisfaction with preservation efforts,0.069380261
Venezuela,Satisfaction with preservation efforts,0
Vietnam,Satisfaction with preservation efforts,0.1012788
Yemen,Satisfaction with preservation efforts,0.152611547
Zambia,Satisfaction with preservation efforts,0.235869565
Zimbabwe,Satisfaction with preservation efforts,0.75
Afghanistan,Satisfaction with public transportation,0.061755952
Albania,Satisfaction with public transportation,0.0625
Algeria,Satisfaction with public transportation,0.042253521
Angola,Satisfaction with public transportation,0.0625
Argentina,Satisfaction with public transportation,0.318
Armenia,Satisfaction with public transportation,0.148226094
Australia,Satisfaction with public transportation,0.083333333
Austria,Satisfaction with public transportation,0.44
Azerbaijan,Satisfaction with public transportation,0.18219544
Bahrain,Satisfaction with public transportation,0
Bangladesh,Satisfaction with public transportation,0.666666667
Belarus,Satisfaction with public transportation,0.152173913
Belgium,Satisfaction with public transportation,0.121506849
Belize,Satisfaction with public transportation,0.076086957
Benin,Satisfaction with public transportation,0.107692308
Bolivia,Satisfaction with public transportation,0
Bosnia and Herzegovina,Satisfaction with public transportation,0
Botswana,Satisfaction with public transportation,0
Brazil,Satisfaction with public transportation,0
Bulgaria,Satisfaction with public transportation,0.083333333
Burkina Faso,Satisfaction with public transportation,0
Burundi,Satisfaction with public transportation,0.532002859
Cabo Verde,Satisfaction with public transportation,0.537552589
Cambodia,Satisfaction with public transportation,0.683333333
Cameroon,Satisfaction with public transportation,0.480724158
Canada,Satisfaction with public transportation,0.324482943
Central African Republic,Satisfaction with public transportation,0.478273331
Chad,Satisfaction with public transportation,0.491808973
Chile,Satisfaction with public transportation,0.380779743
China,Satisfaction with public transportation,0.620747901
Colombia,Satisfaction with public transportation,0
Comoros,Satisfaction with public transportation,0.677777778
Congo,Satisfaction with public transportation,0.333333333
Costa Rica,Satisfaction with public transportation,0.227777711
Croatia,Satisfaction with public transportation,0.50759755
Cuba,Satisfaction with public transportation,0.21913049
Cyprus,Satisfaction with public transportation,0.331221844
Czechia,Satisfaction with public transportation,0.125
C�te d'Ivoire,Satisfaction with public transportation,0.275
Democratic Republic of Congo,Satisfaction with public transportation,0.4
Denmark,Satisfaction with public transportation,0.1392
Djibouti,Satisfaction with public transportation,0.5
Dominican Republic,Satisfaction with public transportation,0.65
Ecuador,Satisfaction with public transportation,0.6875
Egypt,Satisfaction with public transportation,0.630588235
El Salvador,Satisfaction with public transportation,0.523
Equatorial Guinea,Satisfaction with public transportation,0.325305355
Eritrea,Satisfaction with public transportation,0.282635525
Estonia,Satisfaction with public transportation,0.733333333
Eswatini,Satisfaction with public transportation,0.490909091
Ethiopia,Satisfaction with public transportation,0.7
Finland,Satisfaction with public transportation,0.06
France,Satisfaction with public transportation,0.415384615
Gabon,Satisfaction with public transportation,0.418181818
Georgia,Satisfaction with public transportation,0.40762386
Germany,Satisfaction with public transportation,0.245271443
Ghana,Satisfaction with public transportation,0
Greece,Satisfaction with public transportation,0.28
Guatemala,Satisfaction with public transportation,0.490789896
Guinea,Satisfaction with public transportation,0.083117647
Guinea-Bissau,Satisfaction with public transportation,0.32271
Guyana,Satisfaction with public transportation,1
Haiti,Satisfaction with public transportation,0.420475006
Honduras,Satisfaction with public transportation,0.335920029
Hong Kong,Satisfaction with public transportation,0.471028207
Hungary,Satisfaction with public transportation,0.84410002
Iceland,Satisfaction with public transportation,0.429620271
India,Satisfaction with public transportation,0.148537939
Indonesia,Satisfaction with public transportation,0.191083269
Iran,Satisfaction with public transportation,0.401264703
Iraq,Satisfaction with public transportation,0.778112857
Ireland,Satisfaction with public transportation,0.241678522
Israel,Satisfaction with public transportation,0.69334158
Italy,Satisfaction with public transportation,0.91085825
Jamaica,Satisfaction with public transportation,0.368913988
Japan,Satisfaction with public transportation,0.723589869
Jordan,Satisfaction with public transportation,0.465600849
Kazakhstan,Satisfaction with public transportation,0.664827586
Kenya,Satisfaction with public transportation,0.7547937
Kuwait,Satisfaction with public transportation,0.644055778
Kyrgyzstan,Satisfaction with public transportation,0.467565515
Laos,Satisfaction with public transportation,0.859861101
Latvia,Satisfaction with public transportation,0.56875
Lebanon,Satisfaction with public transportation,0.3289995
Lesotho,Satisfaction with public transportation,0.366912827
Liberia,Satisfaction with public transportation,0.585818405
Libya,Satisfaction with public transportation,0
Lithuania,Satisfaction with public transportation,0.357392241
Luxembourg,Satisfaction with public transportation,0.477501457
Madagascar,Satisfaction with public transportation,0.31755942
Malawi,Satisfaction with public transportation,0.403506865
Malaysia,Satisfaction with public transportation,0.32
Mali,Satisfaction with public transportation,0.430895922
Malta,Satisfaction with public transportation,0.675708333
Mauritania,Satisfaction with public transportation,0.435003554
Mauritius,Satisfaction with public transportation,0.488377242
Mexico,Satisfaction with public transportation,0.567227544
Moldova,Satisfaction with public transportation,0.494769747
Mongolia,Satisfaction with public transportation,0.377444335
Montenegro,Satisfaction with public transportation,0.457082068
Morocco,Satisfaction with public transportation,0.500853931
Mozambique,Satisfaction with public transportation,0.508875
Myanmar,Satisfaction with public transportation,0
Namibia,Satisfaction with public transportation,0.640682486
Nepal,Satisfaction with public transportation,0.443745482
Netherlands,Satisfaction with public transportation,0.39065308
New Zealand,Satisfaction with public transportation,1
Nicaragua,Satisfaction with public transportation,0.493986607
Niger,Satisfaction with public transportation,0.606219428
Nigeria,Satisfaction with public transportation,0.709834337
North Macedonia,Satisfaction with public transportation,0.555884725
Norway,Satisfaction with public transportation,0.42574422
Oman,Satisfaction with public transportation,0.396873984
Pakistan,Satisfaction with public transportation,0.5
Panama,Satisfaction with public transportation,0.555046608
Papua New Guinea,Satisfaction with public transportation,0.229139133
Paraguay,Satisfaction with public transportation,0.488275463
Peru,Satisfaction with public transportation,0.37666052
Philippines,Satisfaction with public transportation,0.535771503
Poland,Satisfaction with public transportation,0.52173913
Portugal,Satisfaction with public transportation,0.575401375
Qatar,Satisfaction with public transportation,0.623452945
Romania,Satisfaction with public transportation,0.503684211
Russia,Satisfaction with public transportation,0.315093323
Rwanda,Satisfaction with public transportation,0.321183849
Saudi Arabia,Satisfaction with public transportation,0.281423652
Senegal,Satisfaction with public transportation,0.387870979
Serbia,Satisfaction with public transportation,0.532535635
Seychelles,Satisfaction with public transportation,0.329629601
Sierra Leone,Satisfaction with public transportation,0.732161203
Singapore,Satisfaction with public transportation,0.75
Slovakia,Satisfaction with public transportation,0.833333333
Slovenia,Satisfaction with public transportation,0.343282655
Somalia,Satisfaction with public transportation,0.314646095
South Africa,Satisfaction with public transportation,0.482848952
South Korea,Satisfaction with public transportation,0.3925073
South Sudan,Satisfaction with public transportation,0.501716687
Spain,Satisfaction with public transportation,0.32616593
Sri Lanka,Satisfaction with public transportation,0.5
Sudan,Satisfaction with public transportation,0.474727149
Suriname,Satisfaction with public transportation,0.34
Sweden,Satisfaction with public transportation,0.498918957
Switzerland,Satisfaction with public transportation,0.723685633
Syria,Satisfaction with public transportation,0.51
S�o Tom� and Pr�ncipe,Satisfaction with public transportation,0.789473684
Taiwan,Satisfaction with public transportation,0.281954887
Tajikistan,Satisfaction with public transportation,0.195749626
Tanzania,Satisfaction with public transportation,0.595196469
Thailand,Satisfaction with public transportation,0.779344561
The Gambia,Satisfaction with public transportation,0.75
Togo,Satisfaction with public transportation,0.769393752
Trinidad and Tobago,Satisfaction with public transportation,0.928888889
Tunisia,Satisfaction with public transportation,0.48
Turkey,Satisfaction with public transportation,0.845
Turkmenistan,Satisfaction with public transportation,0.884705882
Uganda,Satisfaction with public transportation,0.426568535
Ukraine,Satisfaction with public transportation,0.770139969
United Arab Emirates,Satisfaction with public transportation,0.42
United Kingdom,Satisfaction with public transportation,0.866964226
United States,Satisfaction with public transportation,0.6214113
Uruguay,Satisfaction with public transportation,0.630083525
Uzbekistan,Satisfaction with public transportation,0.504649173
Venezuela,Satisfaction with public transportation,0.544
Vietnam,Satisfaction with public transportation,0.848333333
Yemen,Satisfaction with public transportation,0.524444444
Zambia,Satisfaction with public transportation,0.746666667
Zimbabwe,Satisfaction with public transportation,0.666666667
Afghanistan,Satisfaction with roads and highways,0.746666667
Albania,Satisfaction with roads and highways,0.9625
Algeria,Satisfaction with roads and highways,0.041666682
Angola,Satisfaction with roads and highways,0.432017121
Argentina,Satisfaction with roads and highways,0.137931034
Armenia,Satisfaction with roads and highways,0.059878474
Australia,Satisfaction with roads and highways,0.396666667
Austria,Satisfaction with roads and highways,0.500904912
Azerbaijan,Satisfaction with roads and highways,0
Bahrain,Satisfaction with roads and highways,0.517749548
Bangladesh,Satisfaction with roads and highways,0.692088723
Belarus,Satisfaction with roads and highways,0.514214039
Belgium,Satisfaction with roads and highways,0.453626037
Belize,Satisfaction with roads and highways,0.399004459
Benin,Satisfaction with roads and highways,0.04
Bolivia,Satisfaction with roads and highways,0.522222222
Bosnia and Herzegovina,Satisfaction with roads and highways,0.087356322
Botswana,Satisfaction with roads and highways,0.633333333
Brazil,Satisfaction with roads and highways,0.43812565
Bulgaria,Satisfaction with roads and highways,0.479886687
Burkina Faso,Satisfaction with roads and highways,0.4436
Burundi,Satisfaction with roads and highways,0.445119182
Cabo Verde,Satisfaction with roads and highways,0.555555556
Cambodia,Satisfaction with roads and highways,0.5
Cameroon,Satisfaction with roads and highways,0.326136253
Canada,Satisfaction with roads and highways,0
Central African Republic,Satisfaction with roads and highways,0.73
Chad,Satisfaction with roads and highways,1
Chile,Satisfaction with roads and highways,0.592604922
China,Satisfaction with roads and highways,0.165808752
Colombia,Satisfaction with roads and highways,0.783307596
Comoros,Satisfaction with roads and highways,0.934088498
Congo,Satisfaction with roads and highways,0.967828204
Costa Rica,Satisfaction with roads and highways,0.778866369
Croatia,Satisfaction with roads and highways,0.946331973
Cuba,Satisfaction with roads and highways,0.522224917
Cyprus,Satisfaction with roads and highways,1
Czechia,Satisfaction with roads and highways,0.778947368
C�te d'Ivoire,Satisfaction with roads and highways,0.90059226
Democratic Republic of Congo,Satisfaction with roads and highways,0.872780408
Denmark,Satisfaction with roads and highways,0.428159169
Djibouti,Satisfaction with roads and highways,0.537840607
Dominican Republic,Satisfaction with roads and highways,0.462538595
Ecuador,Satisfaction with roads and highways,0.889
Egypt,Satisfaction with roads and highways,0.751328374
El Salvador,Satisfaction with roads and highways,0.563265306
Equatorial Guinea,Satisfaction with roads and highways,0.443
Eritrea,Satisfaction with roads and highways,0.652896114
Estonia,Satisfaction with roads and highways,0.711168367
Eswatini,Satisfaction with roads and highways,0.870689655
Ethiopia,Satisfaction with roads and highways,0.913996627
Finland,Satisfaction with roads and highways,0.807692308
France,Satisfaction with roads and highways,0.934795464
Gabon,Satisfaction with roads and highways,0.728400454
Georgia,Satisfaction with roads and highways,0.683321605
Germany,Satisfaction with roads and highways,0.703008372
Ghana,Satisfaction with roads and highways,0.89585004
Greece,Satisfaction with roads and highways,0.706435258
Guatemala,Satisfaction with roads and highways,0.936129031
Guinea,Satisfaction with roads and highways,0.954981654
Guinea-Bissau,Satisfaction with roads and highways,0.397315272
Guyana,Satisfaction with roads and highways,0.404054499
Haiti,Satisfaction with roads and highways,0.497963615
Honduras,Satisfaction with roads and highways,0.711724912
Hong Kong,Satisfaction with roads and highways,0.653261381
Hungary,Satisfaction with roads and highways,0.363486431
Iceland,Satisfaction with roads and highways,0.48945174
India,Satisfaction with roads and highways,0.689523055
Indonesia,Satisfaction with roads and highways,0.856582751
Iran,Satisfaction with roads and highways,0.555943371
Iraq,Satisfaction with roads and highways,0.341291984
Ireland,Satisfaction with roads and highways,0.729870978
Israel,Satisfaction with roads and highways,0.682139725
Italy,Satisfaction with roads and highways,0.411308725
Jamaica,Satisfaction with roads and highways,0.545473099
Japan,Satisfaction with roads and highways,0.457719057
Jordan,Satisfaction with roads and highways,0.457719057
Kazakhstan,Satisfaction with roads and highways,0.522583068
Kenya,Satisfaction with roads and highways,0.530740298
Kuwait,Satisfaction with roads and highways,0.7762
Kyrgyzstan,Satisfaction with roads and highways,0.672685004
Laos,Satisfaction with roads and highways,0.312917143
Latvia,Satisfaction with roads and highways,0.142857143
Lebanon,Satisfaction with roads and highways,0.702292522
Lesotho,Satisfaction with roads and highways,0.585442075
Liberia,Satisfaction with roads and highways,0
Libya,Satisfaction with roads and highways,0.372905254
Lithuania,Satisfaction with roads and highways,0.370921467
Luxembourg,Satisfaction with roads and highways,0.39827511
Madagascar,Satisfaction with roads and highways,0.285418463
Malawi,Satisfaction with roads and highways,0
Malaysia,Satisfaction with roads and highways,0.182990549
Mali,Satisfaction with roads and highways,0.783849362
Malta,Satisfaction with roads and highways,0.685507118
Mauritania,Satisfaction with roads and highways,0.72965963
Mauritius,Satisfaction with roads and highways,0.21113667
Mexico,Satisfaction with roads and highways,0.552623709
Moldova,Satisfaction with roads and highways,1
Mongolia,Satisfaction with roads and highways,0.701943383
Montenegro,Satisfaction with roads and highways,0.808845013
Morocco,Satisfaction with roads and highways,0.72
Mozambique,Satisfaction with roads and highways,0.982576936
Myanmar,Satisfaction with roads and highways,0.506687591
Namibia,Satisfaction with roads and highways,0.993778788
Nepal,Satisfaction with roads and highways,1
Netherlands,Satisfaction with roads and highways,0.696820182
New Zealand,Satisfaction with roads and highways,0.01
Nicaragua,Satisfaction with roads and highways,0.689333333
Niger,Satisfaction with roads and highways,0.700829917
Nigeria,Satisfaction with roads and highways,0.693
North Macedonia,Satisfaction with roads and highways,0.230509
Norway,Satisfaction with roads and highways,0.033548342
Oman,Satisfaction with roads and highways,0.8
Pakistan,Satisfaction with roads and highways,0.582793567
Panama,Satisfaction with roads and highways,0.662717994
Papua New Guinea,Satisfaction with roads and highways,0.264002523
Paraguay,Satisfaction with roads and highways,0.380440098
Peru,Satisfaction with roads and highways,0.231666478
Philippines,Satisfaction with roads and highways,0.710090188
Poland,Satisfaction with roads and highways,1
Portugal,Satisfaction with roads and highways,0.333333333
Qatar,Satisfaction with roads and highways,0.378340279
Romania,Satisfaction with roads and highways,0.545454545
Russia,Satisfaction with roads and highways,0.380300261
Rwanda,Satisfaction with roads and highways,0.357843124
Saudi Arabia,Satisfaction with roads and highways,0.605434783
Senegal,Satisfaction with roads and highways,1
Serbia,Satisfaction with roads and highways,0.214285714
Seychelles,Satisfaction with roads and highways,0.625
Sierra Leone,Satisfaction with roads and highways,0.887323944
Singapore,Satisfaction with roads and highways,0.625
Slovakia,Satisfaction with roads and highways,0.914
Slovenia,Satisfaction with roads and highways,0.483472885
Somalia,Satisfaction with roads and highways,0.916666667
South Africa,Satisfaction with roads and highways,0.843
South Korea,Satisfaction with roads and highways,0.513575795
South Sudan,Satisfaction with roads and highways,0.75
Spain,Satisfaction with roads and highways,1
Sri Lanka,Satisfaction with roads and highways,0.782608696
Sudan,Satisfaction with roads and highways,0.870684932
Suriname,Satisfaction with roads and highways,0.391304348
Sweden,Satisfaction with roads and highways,0.507692308
Switzerland,Satisfaction with roads and highways,0.569230769
Syria,Satisfaction with roads and highways,1
S�o Tom� and Pr�ncipe,Satisfaction with roads and highways,1
Taiwan,Satisfaction with roads and highways,1
Tajikistan,Satisfaction with roads and highways,0.75
Tanzania,Satisfaction with roads and highways,0.5
Thailand,Satisfaction with roads and highways,0.551271739
The Gambia,Satisfaction with roads and highways,0.6804448
Togo,Satisfaction with roads and highways,0.8
Trinidad and Tobago,Satisfaction with roads and highways,1
Tunisia,Satisfaction with roads and highways,1
Turkey,Satisfaction with roads and highways,1
Turkmenistan,Satisfaction with roads and highways,1
Uganda,Satisfaction with roads and highways,0.224271281
Ukraine,Satisfaction with roads and highways,0.53395216
United Arab Emirates,Satisfaction with roads and highways,0.25
United Kingdom,Satisfaction with roads and highways,0.555555556
United States,Satisfaction with roads and highways,1
Uruguay,Satisfaction with roads and highways,1
Uzbekistan,Satisfaction with roads and highways,1
Venezuela,Satisfaction with roads and highways,0.713933853
Vietnam,Satisfaction with roads and highways,1
Yemen,Satisfaction with roads and highways,0.25
Zambia,Satisfaction with roads and highways,0.375
Zimbabwe,Satisfaction with roads and highways,0.377777778
Afghanistan,Satisfaction with water quality,0.5454
Albania,Satisfaction with water quality,0.866666667
Algeria,Satisfaction with water quality,0.71
Angola,Satisfaction with water quality,0.5875
Argentina,Satisfaction with water quality,0.788235294
Armenia,Satisfaction with water quality,0.72
Australia,Satisfaction with water quality,0.163386126
Austria,Satisfaction with water quality,0.16332854
Azerbaijan,Satisfaction with water quality,0.493333333
Bahrain,Satisfaction with water quality,0.717318238
Bangladesh,Satisfaction with water quality,0.642857143
Belarus,Satisfaction with water quality,0.22
Belgium,Satisfaction with water quality,0.815384615
Belize,Satisfaction with water quality,0.781818182
Benin,Satisfaction with water quality,0.629724397
Bolivia,Satisfaction with water quality,0.615979284
Bosnia and Herzegovina,Satisfaction with water quality,0.934727284
Botswana,Satisfaction with water quality,0.99
Brazil,Satisfaction with water quality,1
Bulgaria,Satisfaction with water quality,0.619705882
Burkina Faso,Satisfaction with water quality,0.65554
Burundi,Satisfaction with water quality,0.591584597
Cabo Verde,Satisfaction with water quality,0.887825012
Cambodia,Satisfaction with water quality,0.858480072
Cameroon,Satisfaction with water quality,0.515752296
Canada,Satisfaction with water quality,0.890822262
Central African Republic,Satisfaction with water quality,0.41096741
Chad,Satisfaction with water quality,0.451445132
Chile,Satisfaction with water quality,0.760154667
China,Satisfaction with water quality,0.91740995
Colombia,Satisfaction with water quality,0.88368
Comoros,Satisfaction with water quality,0.636910932
Congo,Satisfaction with water quality,0.866907205
Costa Rica,Satisfaction with water quality,1
Croatia,Satisfaction with water quality,0.852489154
Cuba,Satisfaction with water quality,0.897612033
Cyprus,Satisfaction with water quality,0.715803571
Czechia,Satisfaction with water quality,1
C�te d'Ivoire,Satisfaction with water quality,0.936868
Democratic Republic of Congo,Satisfaction with water quality,0.9876469
Denmark,Satisfaction with water quality,0.757142857
Djibouti,Satisfaction with water quality,0.990724182
Dominican Republic,Satisfaction with water quality,0.725
Ecuador,Satisfaction with water quality,1
Egypt,Satisfaction with water quality,0.691066667
El Salvador,Satisfaction with water quality,0.990645828
Equatorial Guinea,Satisfaction with water quality,0.839198846
Eritrea,Satisfaction with water quality,0.628882535
Estonia,Satisfaction with water quality,0.848629262
Eswatini,Satisfaction with water quality,0.570293957
Ethiopia,Satisfaction with water quality,0.635486908
Finland,Satisfaction with water quality,0.52
France,Satisfaction with water quality,0.658623219
Gabon,Satisfaction with water quality,0.799541667
Georgia,Satisfaction with water quality,0.848358292
Germany,Satisfaction with water quality,0.546282742
Ghana,Satisfaction with water quality,0.729271882
Greece,Satisfaction with water quality,1
Guatemala,Satisfaction with water quality,0.806788308
Guinea,Satisfaction with water quality,1
Guinea-Bissau,Satisfaction with water quality,0.755986494
Guyana,Satisfaction with water quality,0.933625
Haiti,Satisfaction with water quality,0.654
Honduras,Satisfaction with water quality,1
Hong Kong,Satisfaction with water quality,0.814180899
Hungary,Satisfaction with water quality,0.954919744
Iceland,Satisfaction with water quality,0.733333333
India,Satisfaction with water quality,0.507758141
Indonesia,Satisfaction with water quality,0.233605998
Iran,Satisfaction with water quality,0.566839359
Iraq,Satisfaction with water quality,0.830260668
Ireland,Satisfaction with water quality,0.838116492
Israel,Satisfaction with water quality,0.916412629
Italy,Satisfaction with water quality,0.916666667
Jamaica,Satisfaction with water quality,0.924331605
Japan,Satisfaction with water quality,0.539906104
Jordan,Satisfaction with water quality,1
Kazakhstan,Satisfaction with water quality,0.8675258
Kenya,Satisfaction with water quality,1
Kuwait,Satisfaction with water quality,1
Kyrgyzstan,Satisfaction with water quality,1
Laos,Satisfaction with water quality,1
Latvia,Satisfaction with water quality,0.87
Lebanon,Satisfaction with water quality,0.785451015
Lesotho,Satisfaction with water quality,0.777979071
Liberia,Satisfaction with water quality,0.921373462
Libya,Satisfaction with water quality,0.746338209
Lithuania,Satisfaction with water quality,0.916196102
Luxembourg,Satisfaction with water quality,0.889427481
